swift_code,bic8,bank_name,address,town_name,country_iso2,country_name,is_headquarter
BNBGBGSEXXX,BNBGBGSE,BULGARIAN NATIONAL BANK,"KNYAZ ALEXANDER I SQUARE 1  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
BSBGBGSFST2,BSBGBGSF,BORICA AD,"TZAR BORIS III BLVD. 41  SOFIA, SOFIA, 1612",SOFIA,BG,BULGARIA,
BSBGBGSFTPS,BSBGBGSF,BORICA AD,"TZAR BORIS III BLVD. 41  SOFIA, SOFIA, 1612",SOFIA,BG,BULGARIA,
BNBGBGSAXXX,BNBGBGSA,BULGARIAN NATIONAL BANK,"ALEXANDER BATTENBERG SQUARE 1  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
BNBGBGSBXXX,BNBGBGSB,BULGARIAN NATIONAL BANK,"ALEXANDER BATTENBERG SQUARE 1  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,1
TPEOPLPWXXX,TPEOPLPW,PEKAO TFI S.A.,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,1
JOPSLV22XXX,JOPSLV22,JOOL PAY SIA,"LIELIRBES 27  RIGA, RIGA, LV-1046",RIGA,LV,LATVIA,1
LCDELV22CEE,LCDELV22,NASDAQ CSD SE,"VALNU STREET 1  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,
LCDELV22CLT,LCDELV22,NASDAQ CSD SE,"VALNU STREET 1  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,
FNOBCLR2XXX,FNOBCLR2,FINANZAS Y NEGOCIOS S.A. CORREDORES DE BOLSA,"ISIDORA GOYENECHEA 3477, FLOOR 11 LAS CONDES - SANTIAGO, PROVINCIA DE SANTIAGO, 7550106",SANTIAGO,CL,CHILE,1
AGDSCLRSXXX,AGDSCLRS,ADMINISTRADORA GENERAL DE FONDOS SURA S.A.,"AV. APOQUINDO 4820, FLOOR 15  SANTIAGO, SANTIAGO, 8320000",SANTIAGO,CL,CHILE,1
DOAVMCMCXXX,DOAVMCMC,DOXA ADVISORS S.A.M.,"LES CARAVELLES  MONACO, MONACO, 98000",MONACO,MC,MONACO,1
EMSYMTMTXXX,EMSYMTMT,EMP SYSTEMS LIMITED,"PARTHENON BUILDING  SLIEMA, TAS-SLIEMA, SLM 3141",SLIEMA,MT,MALTA,1
MALTMTMTECM,MALTMTMT,CENTRAL BANK OF MALTA,"CASTILLE PLACE  VALLETTA, VALLETTA",VALLETTA,MT,MALTA,
GUAVPLPPXXX,GUAVPLPP,GUAVAPAY POLAND SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"SW. MIKOLAJA 8/11  WROCLAW, WROCLAW, 50-125",WROCLAW,PL,POLAND,1
BSBGBGS2XXX,BSBGBGS2,BORICA AD,"TZAR BORIS III BLVD. 41  SOFIA, SOFIA, 1612",SOFIA,BG,BULGARIA,1
CEDPBGSFCLX,CEDPBGSF,CENTRAL DEPOSITORY AD,"TRI USHI STREET 6  SOFIA, SOFIA, 1000",SOFIA,BG,BULGARIA,
IDXOLV22XXX,IDXOLV22,INDEXO BANKA AS,"ELIZABETES STREET 13-1A  RIGA, RIGA, LV-1010",RIGA,LV,LATVIA,1
THRIBGS2XXX,THRIBGS2,THRACIAN INVEST INC.,"OKOLOVRASTEN PAT 251G MM BUSINESS CENTER, FLOOR 4, MLADOST 4 SOFIA, SOFIA, 1715",SOFIA,BG,BULGARIA,1
FESKPLP2XXX,FESKPLP2,FENIGE SPOLKA AKCYJNA,"PROMIENNA 38/1  WARSZAWA, MAZOWIECKIE, 03-672",WARSZAWA,PL,POLAND,1
BLLGMTMBXXX,BLLGMTMB,BALLINGER EU LIMITED,"FLOOR 2, TRIDENT PARK, NOTABILE GARDENS 7 MDINA ROAD, ZONE 2 BIRKIRKARA, BIRKIRKARA, CBD 2010",BIRKIRKARA,MT,MALTA,1
BLLGMTMTXXX,BLLGMTMT,BALLINGER MARKETS LTD.,"FLOOR 2, TRIDENT PARK NOTABILE G 7 MDINA ROAD, ZONE 2 BIRKIRKARA, BIRKIRKARA, CBD 2010",BIRKIRKARA,MT,MALTA,1
LACBLV2XEKS,LACBLV2X,BANK OF LATVIA,"K. VALDEMARA STREET 2A  RIGA, RIGA, LV-1050",RIGA,LV,LATVIA,
SIAXLV22XXX,SIAXLV22,SIA 'XPATE',"DZIRNAVU 42  RIGA, RIGA, LV-1010",RIGA,LV,LATVIA,1
TRUMMTM2XXX,TRUMMTM2,TRUMIA LIMITED,"FLOOR 3, QUAD CENTRAL Q3 TRIQ L-ESPLORATURI, ZONE 1, CENTRAL BIRKIRKARA, BIRKIRKARA, CBD 1040",BIRKIRKARA,MT,MALTA,1
SOOZPLPPXXX,SOOZPLPP,STOCK POLSKA SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"SPOLDZIELCZA 6  LUBLIN, LUBELSKIE, 20-402",LUBLIN,PL,POLAND,1
NBPLPLPDREZ,NBPLPLPD,NARODOWY BANK POLSKI,"UL. SWIETOKRZYSKA 11/21  WARSZAWA, MAZOWIECKIE, 00-919",WARSZAWA,PL,POLAND,
MSEMMCMCXXX,MSEMMCMC,MONACO SPORTS AND MANAGEMENT S.A.M.,"FLOOR 5, EST-OUEST 24 BOULEVARD PRINCESSE CHARLOTTE, MONTE CARLO MONACO, MONACO, 98000",MONACO,MC,MONACO,1
RTMBLV2XTIP,RTMBLV2X,RIETUMU BANKA,"VESETAS STREET 7  RIGA, RIGA, LV-1013",RIGA,LV,LATVIA,
SYPLMTM2XXX,SYPLMTM2,SYSTEM PAY SERVICES (MALTA) LIMITED,"68, NORTHFIELDS PENTHOUSE 9 INDEPENDENCE AVENUE MOSTA, MOSTA",MOSTA,MT,MALTA,1
LAPBLV2X011,LAPBLV2X,AS LPB BANK,"BRIVIBAS IELA 54  RIGA, RIGA, LV-1011",RIGA,LV,LATVIA,
KDPWPLPW1AM,KDPWPLPW,KRAJOWY DEPOZYT PAPIEROW WARTOSCIOWYCH SPOLKA AKCYJNA,"UL. KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,
KDPWPLPWCAP,KDPWPLPW,KRAJOWY DEPOZYT PAPIEROW WARTOSCIOWYCH SPOLKA AKCYJNA,"UL. KSIAZECA 4 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,
KDPWPLPWPEN,KDPWPLPW,KRAJOWY DEPOZYT PAPIEROW WARTOSCIOWYCH SPOLKA AKCYJNA,"UL. KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,
CULRMTMMXXX,CULRMTMM,CULTURA LIMITED,"UNIT A, GROUND FLOOR Q2, TIGNE POINT SLIEMA, TAS-SLIEMA, SLM 3190",SLIEMA,MT,MALTA,1
IFSMMTM2XXX,IFSMMTM2,IXARIS FINANCIAL SERVICES MALTA LIMITED,"PENTHOUSE, CAPITAL BUSINESS CENTRE TRIQ TAZ-ZWEJT SAN GWANN, SAN GWANN, SGN 3000",SAN GWANN,MT,MALTA,1
TPEOPLPWAAS,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWARW,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWASZ,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWAUS,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWB15,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWBOW,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWCHI,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWDA2,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWDUS,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWEKO,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWKOM,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWKON,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWKOP,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWMEG,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWOBP,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWODO,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWODP,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWOST,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPAD,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPDA,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPDS,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPOS,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSEN,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSGD,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSGF,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSGK,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSIN,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSRR,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWSTW,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWZRO,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWOEP,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP20,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP25,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP30,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP35,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP40,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP45,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP50,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP55,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP60,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWP65,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPAE,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPFI,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
TPEOPLPWPOD,TPEOPLPW,PEKAO TOWARZYSTWO FUNDUSZY  INWESTYCYJNYCH SPOLKA AKCYJNA,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
IGESPLPPXXX,IGESPLPP,INTEGER GROUP SERVICES SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,"OCEAN OFFICE PARK UL. PANA TADEUSZA 4, FLOOR 5 KRAKOW, MALOPOLSKIE, 30-727",KRAKOW,PL,POLAND,1
TPEOPLPWZRA,TPEOPLPW,PEKAO TFI S.A.,"FOREST ZUBRA 1, FLOOR 1 WARSZAWA, MAZOWIECKIE, 01-066",WARSZAWA,PL,POLAND,
BSBGBGSFBOR,BSBGBGSF,BORICA AD,"TZAR BORIS III BLVD 41  SOFIA, SOFIA, 1612",SOFIA,BG,BULGARIA,
STANALTAXXX,STANALTA,BANK OF ALBANIA,"  TIRANA, TIRANA, 1001",TIRANA,AL,ALBANIA,1
IDXOLV22TIP,IDXOLV22,AS INDEXO BANKA,"ELIZABETES STREET 13-1A  RIGA, RIGA, LV-1010",RIGA,LV,LATVIA,
KCCPPLPW1AM,KCCPPLPW,KDPW CCP,"KSIAZECA 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,
KDPWPLPAASD,KDPWPLPA,KRAJOWY DEPOZYT PAPIEROW WARTOSCIOWYCH SPOLKA AKCYJNA,"KSIAZECA 4 4  WARSZAWA, MAZOWIECKIE, 00-498",WARSZAWA,PL,POLAND,
PYALALT2XXX,PYALALT2,PAYSERA ALBANIA,"PALLATI DONIKA, FLOOR KATI 3 RR. FADIL RADA TIRANA, TIRANA, 1001",TIRANA,AL,ALBANIA,1
